Country,Country_Code,Year,Exports_pct_GDP,FDI_net_inflows_pct_GDP,GDP_current_USD,GDP_growth_annual_pct,GDP_per_capita_current_USD,Imports_pct_GDP,Inflation_consumer_prices_annual_pct,Life_expectancy_years,Unemployment_total_pct,Brent_Oil_Price_USD_per_barrel
Bahrain,BHR,1990,101.627081964958,1.90778894252364,4809511005.31915,4.43799717642609,9342.53891401688,83.2017227159409,0.929335437489093,72.587,,23.0
Bahrain,BHR,1991,74.7571406146746,11.8008263719943,5248911170.21277,11.2299982766857,10434.1323962786,84.110655979006,0.764419735927609,72.668,1.047,20.0
Bahrain,BHR,1992,74.2108438818191,16.0788531376459,5402232446.80851,6.68999812735618,10460.1583222808,85.0810544537488,-0.172413793103312,72.785,0.968,18.0
Bahrain,BHR,1993,73.7646092157904,-4.65076878821328,5913001063.82979,12.8700067450998,11151.871495742,70.9984363701983,2.53886010362695,72.939,0.882,19.0
Bahrain,BHR,1994,71.4064825255772,3.28947938001025,6330627925.53191,-0.250001381199439,11629.3595219612,65.0669883718385,0.816910897759778,73.134,1.007,25.0
Bahrain,BHR,1995,72.1076564551807,6.473839057552,6651180851.06383,3.92999239295094,11900.9317778335,61.9790758639883,2.70403475064704,73.361,1.044,20.0
Bahrain,BHR,1996,77.3166979888113,29.5200728353759,6938166755.31915,4.11000631738246,12091.7802188235,67.0167525014943,-0.452227382530348,73.61,1.177,18.0
Bahrain,BHR,1997,69.5451087757575,4.56109666228573,7219407712.76596,3.09299923370425,12254.6662583128,61.1273402261258,2.43155133955926,73.872,1.125,25.0
Bahrain,BHR,1998,56.8165441788063,2.55221911292717,7031309042.55319,4.79000359326143,11625.0343768343,56.1848747785456,-0.366533864541774,74.138,1.114,27.0
Bahrain,BHR,1999,69.3608276441722,6.02696018271828,7528469148.93617,4.29999824426375,12123.3534715368,55.3749095101558,-1.2875879718491,74.405,1.112,30.0
Bahrain,BHR,2000,79.1806670285974,4.01154558234918,9062898936.17021,5.30006940305884,14214.4836839343,56.6284682992678,-0.70485295309079,74.673,1.081,35.0
Bahrain,BHR,2001,73.6107613220545,0.895243944446186,8976196808.51064,2.49094875338352,13573.2339887597,53.4155049554821,-1.20757180156659,74.942,1.118,50.0
Bahrain,BHR,2002,72.5085662959225,2.26180894388216,9593510638.29787,3.34855067103268,13501.4708801425,58.6250679204693,-0.495540138751154,75.209,1.137,55.0
Bahrain,BHR,2003,72.0630719982325,4.66554367760963,11074813829.7872,6.29644129075703,14486.0269029822,56.0285101569836,1.59362549800787,75.486,1.126,60.0
Bahrain,BHR,2004,78.6051459613386,6.58021002500264,13150159574.4681,6.98096175867695,15963.9493171617,62.1321640785849,2.35294117647062,75.787,1.064,65.0
Bahrain,BHR,2005,83.8940482059345,6.56659445840223,15968723404.2553,6.76899737789502,17966.1657837625,64.4194769029886,2.58620689655173,76.125,1.021,70.0
Bahrain,BHR,2006,84.6389442624741,15.7508650085886,18504760638.2979,6.4669995195042,19267.282615072,62.4652368065147,2.00746965452849,76.51,1.021,75.0
Bahrain,BHR,2007,79.6795292320647,8.08243218951671,21730000000.0,8.29396129093843,20908.4042548073,58.1055213402395,3.25666666666703,76.952,1.006,80.0
Bahrain,BHR,2008,82.5773483806233,6.97757782740497,25710904255.3191,6.24501094995797,23299.4992780392,63.3051627651981,3.52600316363721,77.457,1.015,85.0
